"","ID_new","PraiseEmpathy1","PraiseEmpathy2","PraiseEmpathy3","PraiseEmpathy4","PraiseEmpathy5","PraiseEmpathy6","PraiseEmpathy7","PraiseEmpathy8","PraiseEmpathy9","PraiseEmpathy10","PraiseEmpathy11","PraiseEmpathy12","PraiseEmpathy13","PraiseEmpathy14","PraiseEmpathy15","PraiseEmpathy1a","PraiseEmpathy2a","PraiseEmpathy3a","PraiseEmpathy4a","PraiseEmpathy5a","PraiseEmpathy6a","PraiseEmpathy7a","PraiseEmpathy8a","PraiseEmpathy9a","PraiseEmpathy10a","PraiseEmpathy11a","PraiseEmpathy12a","PraiseEmpathy13a","PraiseEmpathy14a","PraiseEmpathy15a","Aa","Ba","Ca","Q415","Q427","Q436","Q448","Q460","Q472","Q484","Q496","Q508","Q520","Q532","Q544","Ab_1","Bb_1","Cb_1","Q418_1","Q430_1","Q439_1","Q451_1","Q463_1","Q475_1","Q487_1","Q499_1","Q511_1","Q523_1","Q535_1","Q547_1","Ab_2","Bb_2","Cb_2","Q418_2","Q430_2","Q439_2","Q451_2","Q463_2","Q475_2","Q487_2","Q499_2","Q511_2","Q523_2","Q535_2","Q547_2","Ab_3","Bb_3","Cb_3","Q418_3","Q430_3","Q439_3","Q451_3","Q463_3","Q475_3","Q487_3","Q499_3","Q511_3","Q523_3","Q535_3","Q547_3","Ac","Bc","Cc","Q421","Q433","Q442","Q454","Q466","Q478","Q490","Q502","Q514","Q526","Q538","Q550","attrite_1","attrite_2","attrite_3","attrite_4","attrite_5","attrite_6","attrite_7","attrite_8","attrite_9","attrite_10","attrite_11","attrite_12","attrite_13","attrite_14","attrite_15","firstimage_race","secondimage_race","thirdimage_race","fourthimage_race","fifthimage_race","sixthimage_race","seventhimage_race","eighthimage_race","ninethimage_race","tenthimage_race","eleventhimage_race","twelfthimage_race","thirteenthimage_race","fourteenthimage_race","fifteenthimage_race","firstimage_emotion","secondimage_emotion","thirdimage_emotion","fourthimage_emotion","fifthimage_emotion","sixthimage_emotion","seventhimage_emotion","eighthimage_emotion","ninethimage_emotion","tenthimage_emotion","eleventhimage_emotion","twelfthimage_emotion","thirteenthimage_emotion","fourteenthimage_emotion","fifteenthimage_emotion","ID","Age","Sex","Race","Education","Income","Religion","pres_approval","ideology","Party","post17","BaseEmpathy_1","BaseEmpathy_2","BaseEmpathy_3","BaseEmpathy_4","BaseEmpathy_5","BaseEmpathy_6","BaseEmpathy_7","BaseEmpathy_8","BaseEmpathy_1_n","BaseEmpathy_2_n","BaseEmpathy_3_n","BaseEmpathy_4_n","BaseEmpathy_5_n","BaseEmpathy_6_n","BaseEmpathy_7_n","BaseEmpathy_8_n","BaseEmpathy_perspective","BaseEmpathy_warm","BaseEmpathy_anxiety","BaseEmpathy_imagination","trial","describeORfeel","describeORfeel1","describeORfeel2","describeORfeel3","describeORfeel4","describeORfeel5","describeORfeel6","describeORfeel7","describeORfeel8","describeORfeel9","describeORfeel10","describeORfeel11","describeORfeel12","describeORfeel13","describeORfeel14","describeORfeel15","PraiseEmpathy","PraiseEmpathy_a","text1","text2","text3","text4","therm","attrite","race_randomized","emotion_randomized","describeORfeel_new","race_randomized2","emotion_randomized2","PraiseDescribe_v_Control","trump_approval_n","BaseEmpathy_battery","BaseEmpathy_tercile","text"
"2201",2201,0,NA,0,0,0,0,0,0,NA,0,1,NA,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,0,1,NA,1,"He's shocked.","He is shocked.","He looks scared","He is scared.","He looks happy to see someone.","He looks mad","He looks disgusted","He looks really mad","He looks mad","He looks disgusted","He looks shocked.","He looks scared.","He looks serious","He looks disgusted.","He looks suspicious ","shocked","shocked","scared","scared","happy","mad ","disgusted","mad","mad","disgusted","shocked","scared","serious","Disgusted","Suspicious ","thirsty","scared","intimidated","worried","joy","frustrated","curious","frustration","mean","shocked","scared","curious","not playing around","meh","doesn't look trusting","wonder","worried","wonders","spooked","pleasure.","pissed","wonders","decieved.","frustrated","curious","wonder","wonder","scary","doesn't like what he sees","scary","5","0","3","0","9","0","4","0","0","1","5","3","5","3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","B","B","B","W","B","B","W","B","B","B","B","B","W","A","F","F","F","F","A","A","A","A","F","F","F","F","F","A",233,"20-30","Male","White","Some college, but did not complete a degree","100k or more","Nothing in particular","6","5","Lean Republican",3,"Describes me very well","Describes me very well","Describes me","Describes me very well","Somewhat describes me","Describes me very well","Describes me very well","Describes me very well",5,5,4,5,3,5,5,5,10,9,8,10,"describeORfeel7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,"He looks disgusted","disgusted","curious","wonders","4",0,"B","A",0.5,1,1,0,2,37,"High","He looks disgusted disgusted curious wonders"
"2202",2202,0,NA,1,0,NA,NA,0,NA,NA,0,0,0,1,NA,1,NA,0,1,NA,0,0,NA,0,0,NA,NA,NA,1,0,1,"This man looks old and he's obviously a white and should be around 55 years old.","This is a white man looking like a 37 year old.","This man is feeling angry and probably portends danger with hidden annoyance.","This person looks like a white man around thirty two years","He looks disturbed, distressed and worried.","The white man looks like a forty two year old.","The black man in picture looks annoyed and somewhat disgusted. ","The man looks as if he's experiencing mild pain.","The man looks surprised at sighting something. ","This man is feeling annoyed and ready to cause trouble","This white man looks like a twenty nine year old.","The man looks confused and disturbed. ","He's feeling amazed, like really?","The man looks surprised.","The black man looks like a twenty two year old. ","Mid fifties","Male","Angry","Early thirties","Worried","Forties","Annoyed","Mild","Surprised","Angry","Late twenties","Disturbed","Amazed","Amazed","Early twenties","Male","Mid thirties","Infuriated","Male","Rejected","Male","Disgusted","Pain","Astonished","Infuriated","Male","Confused","Surprised","Smile","Male","White","White","Dangerous","White","Disturbed","White","Angry","Sick","Farmished ","Wicked","White","Doubtful","Happy","Surprised","Black","9","8","5","9","6","10","7","6","6","3","7","7","10","10","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","B","W","W","W","B","W","B","W","W","W","B","B","B","F","A","A","F","A","F","A","A","F","A","F","F","F","F","F",234,"31-40","Male","White","Master's degree (MA/MS/MBA)","100k or more","Roman Catholic","3","4","Strong Democrat",3,"Somewhat describes me","Somewhat describes me","Describes me","Describes me very well","Describes me","Describes me","Describes me","Describes me",3,3,4,5,4,4,4,4,6,9,8,8,"describeORfeel7",1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,NA,"The black man in picture looks annoyed and somewhat disgusted. ","Annoyed","Disgusted","Angry","7",0,"B","A",0.5,1,1,0,5,31,"Medium","The black man in picture looks annoyed and somewhat disgusted.  Annoyed Disgusted Angry"
"2204",2204,0,NA,NA,0,1,0,0,0,NA,1,1,1,0,0,0,NA,0,0,NA,1,NA,NA,NA,0,1,1,1,NA,NA,NA,"This person is a 33 years of age , A male , and a white ","this person is surprised ","This man is angry ","This person is optimistic ","this person is of 42 years , a Man  and an European  white ","This person is furious ","this person is surprised ","This person is an introvert ","this person is fearing ","this person is calm ","This person is very happy ","This person is very caring  and sympathetic ","This man is fearing in a surprise ","This person is panicking  ","This person is so much surprised ","Early 30s ","Surprised ","Angered ","Confused ","Forties ","Furious ","surprised ","reserved ","Fear","Calm","Happy ","compassionate ","amazed ","Afraid ","alarm ","Handsome ","Focused ","Furious ","reserve ","Male ","Angry ","Amaze","quiet ","fright ","relaxed","astonished ","calm ","fear ","Panic ","frightened ","white","Amazed","unhappy  ","introvert ","white ","inflamed ","astonished ","introvert ","Panic ","quiet ","surprised "," cool ","surprised ","scared ","nervous ","4","7","3","8","5","2","2","6","1","8","10","9","4","0","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","B","W","B","W","W","B","B","W","W","B","B","W","A","F","A","A","F","A","F","A","F","A","F","A","F","F","F",236,"20-30","Male","White","Bachelor's degree (BA/BS)","75k to less than 100k","Protestant","1","7","Strong Republican",2,"Does not describe me","Describes me very well","Describes me","Describes me very well","Somewhat describes me","Does not describe me","Describes me","Describes me very well",2,5,4,5,3,2,4,5,7,9,5,9,"describeORfeel7",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,NA,"this person is surprised ","surprised ","Amaze","astonished ","2",0,"W","F",0.5,0,0,0,7,30,"Medium","this person is surprised  surprised  Amaze astonished "
"2205",2205,1,1,NA,1,NA,0,0,0,0,NA,1,0,0,NA,1,1,1,0,1,0,NA,NA,NA,NA,0,1,NA,NA,0,1,"shy","30 , male , white ","anger ","28 , male , black ","surprise ","anger","shy","shock ","sad","shy","wow","26 , male , black ","sad","32 , male , black ","happy ","mousy","30","fury ","28","stun","32","shy","24","sad","shy","surprise ","26 ","sad","32","shy","bashful ","male","rage","male","surprise","male","irritating ","male ","unhappy","timid","wow","male","cry","male","happy","retiring ","white ","pique ","black","shock","white ","sheepish ","black ","cry","sheepish ","miracle ","white ","unhappy ","black ","mousy ","6","6","3","7","6","7","7","7","6","8","8","6","2","6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","W","B","W","W","W","B","B","B","W","W","W","B","B","F","F","F","A","F","A","A","F","A","F","F","A","A","F","F",237,"20-30","Male","Black or African American","Master's degree (MA/MS/MBA)","50k to less than 75k","Roman Catholic","1","6","Strong Republican",4,"Somewhat describes me","Describes me","Somewhat describes me","Does not describe me","Somewhat describes me","Describes me","Somewhat describes me","Describes me",3,4,3,2,3,4,3,4,7,5,7,7,"describeORfeel7",1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,NA,"shy","shy","irritating ","sheepish ","7",0,"W","A",0.5,0,1,0,7,26,"Low","shy shy irritating  sheepish "
"2208",2208,0,NA,1,0,0,1,1,1,1,NA,0,NA,1,0,1,NA,0,1,NA,NA,1,1,1,1,0,NA,0,1,NA,1,"Black, male, late middle age","This person appears to be puzzled and or concerned.  ","Black, male, lower middle age","This person appears angry and concerned about something.","This person appears to be shocked and disgusted.  ","This person appears petulant, petty, angry -- it looks like he didn't get his way about something.  ","This person looks concerned and stern.  It appears he has a child that has done something wrong.  ","This appears to be a white male in his 20s.","This appears to be a white male, perhaps in his 50s.  ","This man appears to be saying, ""holy Sh**""... it looks like he can't believe what he's seeing.  ","This man appears to be smug and amused, it doesn't look like he takes things very seriously.  ","This appears to be a black male, upper middle age.  ","This man looks stunned, like ""what the..."". ","This man appears to be thinking, ""wow seriously"", although he doesn't look unhappy.  Perhaps he just won a small lottery.  ","This appears to be a male, possibly in his 40s, possibly black, latino, or multi-racial.","Black","Puzzled","Black","Angry","Shocked","Petulant","Concerned","White","White","Incredulous","Smug","Black","Shocked","Surprised","Male","Male","Concerned","Male","Concerned","Disgusted","Petty","Disturbed","Male","Male","Unbelieving","Amused","Male","stunned","Excited","30's","Middle age","Worried","40s","Perturbed","Afraid","Angry","Annoyed","20s","Middle age","Scared","Unreliable","Upper 50s","Taken aback","Shocked","Multiracial","5","5","5","4","6","2","6","3","5","6","2","5","6","7","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","B","B","B","B","B","W","W","W","W","B","W","B","B","A","A","F","A","F","A","A","F","A","F","F","F","F","F","A",240,"41-50","Female","White","Some college, but did not complete a degree","100k or more","Nothing in particular","7","3","Lean Democrat",2,"Somewhat describes me","Does not describe me","Describes me","Describes me very well","Does not describe me","Describes me very well","Somewhat describes me","Does not describe me",3,2,4,5,2,5,3,2,5,9,7,5,"describeORfeel7",1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,"This person looks concerned and stern.  It appears he has a child that has done something wrong.  ","Concerned","Disturbed","Annoyed","6",0,"B","A",0.5,1,1,NA,1,26,"Low","This person looks concerned and stern.  It appears he has a child that has done something wrong.   Concerned Disturbed Annoyed"
"2209",2209,NA,NA,0,0,1,0,NA,NA,0,1,0,NA,1,NA,0,0,0,NA,NA,1,NA,0,0,NA,1,NA,0,1,0,NA,"He looks very angry.","He looks 23 years old and black race.","He looks very angry.","He is 27 years old boy and black race.","The person looks 30 years old male and white race.","He look like 28 years old and black race.","He looks very angry.","He looks 20 years old boy and white race.","He looks 35 years old and white race person.","He feels very disgust.","He looks like very sad and angry.","He feels very disgust.","He looks very fear and shock.","He looks very fear.","He feels very bad and crying.","Angry","23","Angry","27","30","28","Angry","20","35","Disgust","Sad","Disgust","25","Fear","Fear","Horror","Male","Afraid","Male","Male","Male","Hurt","Male","Male","Angry","Angry","Angry","Male","Disgust","Bad","Shock","Black","Terrific","Black","White","Black","Terrific","White","White","Sad","Disgust","Terrific","Black","Sad","Crying","4","3","5","3","7","7","1","9","3","4","3","3","5","4","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","B","W","B","B","W","W","W","W","W","B","B","W","A","F","A","F","A","A","A","F","A","A","A","A","F","F","F",241,"51-60","Male","White","Master's degree (MA/MS/MBA)","50k to less than 75k","Protestant","1","7","Strong Republican",2,"Describes me","Describes me very well","Somewhat describes me","Describes me","Somewhat describes me","Describes me very well","Describes me","Describes me very well",4,5,3,4,3,5,4,5,9,7,8,9,"describeORfeel7",1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,NA,0,"He looks very angry.","Angry","Hurt","Terrific","1",0,"B","A",0.5,1,1,1,7,33,"High","He looks very angry. Angry Hurt Terrific"
"2214",2214,1,1,NA,NA,1,NA,0,0,NA,NA,1,0,NA,0,1,1,1,0,0,1,0,NA,NA,0,0,1,NA,0,NA,1,"wow","bed","normal","wow","nice picture","wow","nice","wow","wow","wow","white","wow","wow","good","good","34","43","54","a","43","40","39","39","39","43","34","40","40","43","39","male","male","male","a","male","male","male","male","male","male","male","male","male","male","male","black","white","white","a","black","black","white","white","white","hispanic","white","white","white","black","white","4","6","9","10","7","8","6","7","7","7","5","6","6","7","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","W","W","B","B","W","B","W","W","W","B","W","B","W","F","A","A","F","F","A","F","F","F","F","F","A","A","A","F",246,"41-50","Male","Other","Bachelor's degree (BA/BS)","50k to less than 75k","Atheist/agnostic","1","7","Republican",3,"Does not describe me well","Describes me very well","Describes me","Describes me very well","Describes me","Does not describe me well","Describes me very well","Describes me",1,5,4,5,4,1,5,4,6,9,5,9,"describeORfeel7",1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,NA,"nice","39","male","white","6",0,"W","F",0.5,0,0,0,7,29,"Medium","nice 39 male white"
"2217",2217,NA,NA,NA,NA,1,0,1,1,NA,NA,1,NA,0,0,1,0,0,0,0,1,NA,1,1,0,0,1,0,NA,NA,1,"Anger","30,MALE,BLACK","EXCITED","40,MALE,WHITE","EMPRISEMENT","45,MALE,WHITE","UPSET","35,MALE,BLACK","FEAR","SHY","25,MALE,ASIAN","25,MALE,WHITE,","EXCITED","25,MALE,BLACK","THINKING","TEROR","AGE IS 30","WOW","40","EMPRISEMENT","45","TENSION","35","SCARE","SHY","25","25","SHOCKING","25","CONFUSED","ANGRY","GENDER IS MALE","SHOCKING","MALE","UNHAPPY","MALE","IGNORE","MALE","FEAR","SHMAMEFUL","MALE","MALE","EXCITED","MALE","SAD","TENSION","RACE IS BLACK","WOUNDERFUL","WHITE","AVOIDFUL","WHITE","UPSET","BLACK","PANIC","AVOIDFUL","ASIAN","WHITE","AMAZING","BLACK","TENSION","9","7","7","7","7","7","8","7","7","4","6","8","8","8","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","W","B","W","W","B","B","B","B","W","B","B","W","A","F","F","A","A","A","A","A","F","F","A","F","F","F","A",249,"61-70","Male","White","Master's degree (MA/MS/MBA)","50k to less than 75k","Roman Catholic","2","2","Republican",2,"Somewhat describes me","Describes me","Describes me very well","Describes me",NA,"Somewhat describes me","Describes me","Describes me very well",3,4,5,4,NA,3,4,5,7,9,NA,9,"describeORfeel7",1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,"UPSET","TENSION","IGNORE","UPSET","8",0,"W","A",0.5,0,1,NA,6,NA,NA,"UPSET TENSION IGNORE UPSET"
"2225",2225,0,0,1,0,0,0,1,1,1,1,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,1,1,0,NA,0,0,1,"none","black","nonre","none","hell","hello","none","understood","people","yea","behaviour","nice","none","nice","none","none","nonr","none","yeah","none","AGE","yeah","mmpe","understoodq","none","nice","gender","colour","colur","yu","none","yes","none"," colour","no","black","collect","cp;;ect","people","colcour","none","race"," age","none","understood","non","no","none","age","nice","none","none"," mpme","none","nice","age","person","34","nice","nice","9","5","7","2","3","8","8","8","9","8","9","8","8","10","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","B","B","W","B","W","B","B","W","B","W","W","W","F","A","A","A","A","A","F","F","F","A","A","A","F","F","F",257,"51-60","Female","Black or African American","Bachelor's degree (BA/BS)","50k to less than 75k","Roman Catholic","1","6","Lean Democrat",5,"Does not describe me","Does not describe me well","Somewhat describes me","Somewhat describes me","Does not describe me","Somewhat describes me","Somewhat describes me","Does not describe me",2,1,3,3,2,3,3,2,3,6,5,5,"describeORfeel7",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,"none","yeah","collect","none","8",0,"B","F",0.5,1,0,NA,7,19,"Low","none yeah collect none"
"2226",2226,0,NA,1,NA,1,NA,NA,NA,1,0,0,1,NA,NA,1,NA,0,1,0,1,0,0,0,1,NA,NA,1,0,0,1,"He is look a 20 age male of white race.","His reaction look like fear.","he is 22 and gender is male his race is black.","His age looks like 25 and gender is male and the race is black.","He is looking like excite.","He is look like 20 and his age is 20 his race is black.","He is looking some.","His age is 30 and gender is male and race is white.","He is understand something.","His age is 24 and his gender is male and his race is white.","He is looking.","His age is 30 his gender is male and his race is black.","He is scared.","He is 25 and he is male and he is black.","He is excite.","20","Fear","22","25","excite","20","analyz","30","Looking","24","Look","30","scared","25","looking","male","Look like a ugly seen","male","male","happy","male","focus","male","Thinking","male","fair","male","focus","male","exited","white","sad","black","black","Amazing","black","see","white","imagin","white","think","black","look","black","imagine","9","8","7","7","9","10","10","10","10","10","10","10","10","9","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","B","B","W","B","W","W","W","W","W","B","B","B","B","F","F","A","A","F","F","A","A","A","F","A","F","F","A","F",258,"20-30","Male","White","Bachelor's degree (BA/BS)","Less than 25k","Roman Catholic","6","3","Republican",4,"Describes me","Does not describe me","Somewhat describes me","Does not describe me well","Describes me","Somewhat describes me","Does not describe me well","Somewhat describes me",4,2,3,1,4,3,1,3,6,4,7,4,"describeORfeel7",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,NA,0,"He is looking some.","analyz","focus","see","10",0,"W","A",0.5,0,1,1,2,21,"Low","He is looking some. analyz focus see"
"2232",2232,NA,NA,1,0,1,1,NA,0,0,NA,0,0,NA,NA,1,0,0,1,NA,1,1,0,NA,NA,0,NA,NA,0,0,1,"This man looks surprised and unsure of what to say or do.","Black male, age 20-25","Man in his early thirties, Caucasian race.","This man seems upset or slightly angry","This is a black male, in his late twenties.","This man looks like he is arguing with someone or upset about what he is seeing.","This person looks slightly bored and doubtful.","This person looks completely surprised or disgusted by what he is seeing","This person seems irate and angry by something.","This person is feeling angry and unhappy about something.","This is a black man in his late thirties","This is a white male in his late twenties.","This is a man who appears taken aback and threatened, maybe in a fight.","This is a white male in his late twenties","This is a man who looks like he is shocked and surprised.","Anxious","Adult","Thirties","Pissed","Adult","Doubtful","Doubtful","Shocked","Tense","Unhappy","30ish","Male","Shock","Male","Scared","Surprised","African American","Caucasian","Disappointed","Black","Mad","Moody","Scared","MAd","Distressed","Black","White","Disbelief","Twenties","Shocked","Nervous","Male","Male","Moody","Male","Irate","Unsure","Surprised","Irate","Threatening","Male","30's","Anger","White","Surprised","7","4","4","4","3","3","5","5","3","2","5","5","4","2","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","B","B","B","W","B","B","B","B","W","B","W","B","F","A","F","A","A","A","A","F","A","A","F","A","A","A","F",264,"31-40","Female","White","Some college, but did not complete a degree","50k to less than 75k","Roman Catholic","7","1","Strong Democrat",5,"Describes me very well","Describes me","Describes me","Describes me","Describes me","Does not describe me","Describes me","Describes me",5,4,4,4,4,2,4,4,9,8,6,8,"describeORfeel7",1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,NA,0,"This person looks slightly bored and doubtful.","Doubtful","Moody","Unsure","5",0,"W","A",0.5,0,1,1,1,31,"Medium","This person looks slightly bored and doubtful. Doubtful Moody Unsure"
